"","EXPID","REFID","RYEAR","RTYPE","RJRNL","RAUTHOR","RTITLE","RPUBLISHER","RPUBDATE","RLANGUAGE","RCITATION","RYAK94","RNOTES"
"7633","EVER02115","01","2002",5,NA,NA,"http://himalayanexperience.com/newsletters/everest-expedition-2002",NA,NA,NA,NA,NA,NA
"7634","CHOY02314","01","2002",5,NA,NA,"http://himalayanexperience.com/newsletters/cho-oyo-expedition-2002",NA,NA,NA,NA,NA,NA
"7635","EVER03141","03","2003",5,NA,NA,"http://himalayanexperience.com/newsletters/everest-expedition-2003",NA,NA,NA,NA,NA,NA
"7636","CHOY03310","02","2003",5,NA,NA,"http://himalayanexperience.com/newsletters/cho-oyo-expedition-2003",NA,NA,NA,NA,NA,NA
"7637","EVER04143","02","2004",5,NA,NA,"http://himalayanexperience.com/newsletters/everest-expedition-2004",NA,NA,NA,NA,NA,NA
"7638","EVER05133","01","2005",5,NA,NA,"http://himalayanexperience.com/newsletters/everest-north-side-2005",NA,NA,NA,NA,NA,NA
"7639","CHOY05327","01","2005",5,NA,NA,"http://www.himex.com/english/news/2005-04-01everest.htm",NA,NA,NA,NA,NA,NA
"7640","EVER06143","02","2006",5,NA,NA,"http://himalayanexperience.com/newsletters/everest-expedition-2006",NA,NA,NA,NA,NA,NA
"7641","CHOY06306","01","2006",5,NA,NA,"http://himalayanexperience.com/newsletters/cho-oyo-expedition-2006",NA,NA,NA,NA,NA,NA
"7642","EVER07153","01","2007",5,NA,NA,"http://himalayanexperience.com/newsletters/everest-2007",NA,NA,NA,NA,NA,NA
"7643","MANA08329","01","2008",5,NA,NA,"http://himalayanexperience.com/newsletters/manaslu-2008",NA,NA,NA,NA,NA,NA
"7644","CHOY04303","01","2004",5,NA,NA,"http://www.garyguller.com/press/guller_cho_oyu_summit_2004.html",NA,NA,NA,NA,NA,NA
"7645","EVER03124","02","2003",5,NA,NA,"http://www.teameverest03.org",NA,NA,NA,NA,NA,NA
"7646","CHOY04304","01","2004",5,NA,NA,"http://www.mountainguides.com/04cho-oyu/index.html",NA,NA,NA,NA,NA,NA
"7647","CHOY04338","01","2004",5,NA,NA,"http://www.mountainguides.com/04cho-oyu/index.html",NA,NA,NA,NA,NA,NA
"7648","AMAD08313","01","2008",5,NA,NA,"http://www.mountainguides.com/everest-trek-nepal08.shtml",NA,NA,NA,NA,NA,NA
"7649","CHOY01313","01","2001",5,NA,NA,"http://www.mountainguides.com/photos/simo/cho2001-index.html",NA,NA,NA,NA,NA,NA
"7650","CHOY02326","02","2002",5,NA,NA,"http://www.mountainguides.com/photos/simo/cho2002-index.html",NA,NA,NA,NA,NA,NA
"7651","CHOY03318","01","2003",5,NA,NA,"http://www.mountainguides.com/03cho-oyu/index.html",NA,NA,NA,NA,NA,NA
"7652","CHOY06358","01","2006",5,NA,NA,"http://www.mountainguides.com/cho-oyu06.shtml",NA,NA,NA,NA,NA,NA
"7653","CHOY07349","01","2007",5,NA,NA,"http://www.mountainguides.com/cho-oyu07.shtml",NA,NA,NA,NA,NA,NA
"7654","CHOY08309","01","2008",5,NA,NA,"http://www.mountainguides.com/cho-oyu08.shtml",NA,NA,NA,NA,NA,NA
"7655","CHOY05342","01","2005",5,NA,NA,"http://www.mountainguides.com/05cho-oyu/index.html",NA,NA,NA,NA,NA,NA
"7656","EVER01128","03","2001",5,NA,NA,"http://www.mountainguides.com/everest2001/index_NoFlash.html",NA,NA,NA,NA,NA,NA
"7657","EVER01128","04","2001",5,NA,NA,"http://www.mountainguides.com/hahn-everest-rescue.shtml",NA,NA,NA,NA,NA,NA
"7658","EVER03142","01","2003",5,NA,NA,"http://www.mountainguides.com/photos/simo/everest03n.html",NA,NA,NA,NA,NA,NA
"7659","EVER01107","01","2001",5,NA,NA,"http://www.mountainguides.com/photos/simo/e2k1-phil-index.html",NA,NA,NA,NA,NA,NA
"7660","EVER03108","01","2003",5,NA,NA,"http://www.mountainguides.com/photos/simo/everest03s.html",NA,NA,NA,NA,NA,NA
"7661","EVER04134","02","2004",5,NA,NA,"http://www.everestnews2004.com/everestnews/imgeverest2004.htm",NA,NA,NA,NA,NA,NA
"7662","EVER05174","01","2005",5,NA,NA,"http://www.mountainguides.com/photos/simo/everest05.html",NA,NA,NA,NA,NA,NA
"7663","EVER06115","01","2006",5,NA,NA,"http://www.mountainguides.com/everest06/everest06.html",NA,NA,NA,NA,NA,NA
"7664","EVER07183","02","2007",5,NA,NA,"http://www.mountainguides.com/everest-south07.shtml",NA,NA,NA,NA,NA,NA
"7665","EVER08139","01","2008",5,NA,NA,"http://www.mountainguides.com/everest-south08.shtml",NA,NA,NA,NA,NA,NA
"7666","CHOY04331","01","2004",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=356",NA,NA,NA,NA,NA,NA
"7667","MANA08324","01","2008",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_list.html?id=205",NA,NA,NA,NA,NA,NA
"7668","CHOY07369","01","2007",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_list.html?id=5",NA,NA,NA,NA,NA,NA
"7669","EVER05130","02","2005",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_list.html?id=130",NA,NA,NA,NA,NA,NA
"7670","EVER08112","01","2008",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_list.html?id=1",NA,NA,NA,NA,NA,NA
"7671","AMAD08330","01","2008",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=708",NA,NA,NA,NA,NA,NA
"7672","AMAD07332","01","2007",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=652",NA,NA,NA,NA,NA,NA
"7673","AMAD06354","01","2006",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=493",NA,NA,NA,NA,NA,NA
"7674","AMAD05345","01","2005",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=418",NA,NA,NA,NA,NA,NA
"7675","AMAD04402","01","2004",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=342",NA,NA,NA,NA,NA,NA
"7676","AMAD03402","01","2003",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=264",NA,NA,NA,NA,NA,NA
"7677","AMAD00401","01","2000",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=36",NA,NA,NA,NA,NA,NA
"7678","CHOY07337","01","2007",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=627",NA,NA,NA,NA,NA,NA
"7679","CHOY04331","02","2004",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=328",NA,NA,NA,NA,NA,NA
"7680","CHOY03111","01","2003",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=226",NA,NA,NA,NA,NA,NA
"7681","CHOY01115","01","2001",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=59",NA,NA,NA,NA,NA,NA
"7682","CHOY00104","01","2000",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=18",NA,NA,NA,NA,NA,NA
"7683","EVER08112","02","2008",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=668",NA,NA,NA,NA,NA,NA
"7684","EVER05185","01","2005",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=373",NA,NA,NA,NA,NA,NA
"7685","EVER03134","04","2003",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=227",NA,NA,NA,NA,NA,NA
"7686","EVER00101","01","2000",5,NA,NA,"http://www.jagged-globe.co.uk/news/reports_read.html?id=6",NA,NA,NA,NA,NA,NA
"7687","CHOY04347","01","2004",5,NA,NA,"http://www.carlospauner.com/chooyu/index.html",NA,NA,"Spanish",NA,NA,NA
"7688","LHOT08110","01","2008",5,NA,NA,"http://www.carlospauner.com/eng/lhotse/index.php",NA,NA,NA,NA,NA,NA
"7689","DHA108104","01","2008",5,NA,NA,"http://www.carlospauner.com/eng/dhaulagiri/index.php",NA,NA,NA,NA,NA,NA
"7690","KANG03106","04","2003",5,NA,NA,"http://www.carlospauner.com/pages/expedic/kangchen.html",NA,NA,"Spanish",NA,NA,NA
"7691","MAKA02103","03","2002",5,NA,NA,"http://www.carlospauner.com/pages/expedic/makalu.html",NA,NA,"Spanish",NA,NA,NA
"7692","EVER05177","01","2005",5,NA,NA,"http://www.carlospauner.com/everest/index.php",NA,NA,"Spanish",NA,NA,NA
"7693","ANN102301","02","2002",5,NA,NA,"http://www.carlospauner.com/pages/expedic/annap.html",NA,NA,"Spanish",NA,NA,NA
"7694","MANA06111","04","2006",5,NA,NA,"http://www.russianclimb.com/manaslu/manaslu_ne_face_en.html",NA,NA,NA,NA,NA,NA
"7695","CHOY06343","04","2006",5,NA,NA,"http://www.russianclimb.com/kozjek.html",NA,NA,NA,NA,NA,NA
"7696","EVER06189","08","2006",5,NA,NA,"http://www.russianclimb.com/everest_death.html",NA,NA,NA,NA,NA,NA
"7697","ANN106102","02","2006",5,NA,NA,"http://www.russianclimb.com/dhaula_kazakhs.html",NA,NA,NA,NA,NA,NA
"7698","EVER06187","01","2006",5,NA,NA,"http://www.russianclimb.com/korshunov_everest.html",NA,NA,NA,NA,NA,NA
"7699","MANA06111","05","2006",5,NA,NA,"http://www.russianclimb.com/manaslu/manaslu2006_en.html",NA,NA,NA,NA,NA,NA
"7700","JANE04301","03","2004",5,NA,NA,"http://www.russianclimb.com/humar_jannueastwall.html",NA,NA,NA,NA,NA,NA
"7701","NUPE03301","07","2003",5,NA,NA,"http://www.russianclimb.com/nuptse3.html",NA,NA,NA,NA,NA,NA
"7702","EVER03162","01","2003",5,NA,NA,"http://www.russianclimb.com/evrst.html",NA,NA,NA,NA,NA,NA
"7703","EVER03154","01","2003",5,NA,NA,"http://www.russianclimb.com/everest_alpindustria/ev_alpind_en.html",NA,NA,NA,NA,NA,NA
"7704","DHA102304","02","2002",5,NA,NA,"http://www.russianclimb.com/ukr_dhau.html",NA,NA,NA,NA,NA,NA
"7705","NUPE02301","02","2002",5,NA,NA,"http://www.russianclimb.com/nuptse.html",NA,NA,NA,NA,NA,NA
"7706","KANG02102","02","2002",5,NA,NA,"http://www.russianclimb.com/kangch.html",NA,NA,NA,NA,NA,NA
"7707","LHOT02103","01","2002",5,NA,NA,"http://www.russianclimb.com/piter_lhotse.html",NA,NA,NA,NA,NA,NA
"7708","MAKA08401","01","2008",5,NA,NA,"http://www.russianclimb.com/makalu_winter_2009/winter_makalu_2009_en.html",NA,NA,NA,NA,NA,NA
"7709","ANN108105","01","2008",5,NA,NA,"http://www.russianclimb.com/urubko_annarescue.html",NA,NA,NA,NA,NA,NA
"7710","MAKA07402","02","2007",5,NA,NA,"http://www.russianclimb.com/makalu_winter2008/makalu_winter_en.html",NA,NA,NA,NA,NA,NA
"7711","PASA04301","05","2004",5,NA,NA,"http://www.gore-ljudje.net/novosti/1799/",NA,NA,NA,NA,NA,NA
"7712","PUMO04301","01","2004",5,NA,NA,"http://www.peakfreaks.com/pumori_05_dispatch.htm",NA,NA,NA,NA,NA,NA
"7713","EVER08122","01","2008",5,NA,NA,"http://www.peakfreaks.com/everestnews2008.htm",NA,NA,NA,NA,NA,NA
"7714","AMAD06348","01","2006",5,NA,NA,"http://www.peakfreaks.com/amadablam06dispatch.htm",NA,NA,NA,NA,NA,NA
"7715","AMAD07307","01","2007",5,NA,NA,"http://www.peakfreaks.com/amadablam2007news.htm",NA,NA,NA,NA,NA,NA
"7716","PUMO08304","01","2008",5,NA,NA,"http://www.peakfreaks.com/pumorinews20081.htm",NA,NA,NA,NA,NA,NA
"7717","PUMO04302","01","2004",5,NA,NA,"http://www.adventurepeaks.co.uk/news/pumori_2004.htm",NA,NA,NA,NA,NA,NA
"7718","PUMO08305","01","2008",5,NA,NA,"http://www.adventurepeaks.com/news/AmaDablamNewsOctober2008.html",NA,NA,NA,NA,NA,NA
"7719","BARU08316","01","2008",5,NA,NA,"http://www.adventurepeaks.com/news/BaruntseNewsOctober2008.html",NA,NA,NA,NA,NA,NA
"7720","BARU08104","01","2008",5,NA,NA,"http://www.adventurepeaks.com/news/BaruntseNewsApril2008.html",NA,NA,NA,NA,NA,NA
"7721","EVER08145","01","2008",5,NA,NA,"http://www.adventurepeaks.com/news/everestnews2008.html",NA,NA,NA,NA,NA,NA
"7722","BARU07304","01","2007",5,NA,NA,"http://www.adventurepeaks.com/news/BaruntseNews2007.html",NA,NA,NA,NA,NA,NA
"7723","CHOY07335","01","2007",5,NA,NA,"http://www.adventurepeaks.com/news/ChoOyuExpeditionNews2007.html",NA,NA,NA,NA,NA,NA
"7724","CHOY06362","01","2006",5,NA,NA,"http://www.adventurepeaks.com/news/ChoOyuExpeditionNews2006.html",NA,NA,NA,NA,NA,NA
"7725","EVER06133","01","2006",5,NA,NA,"http://www.adventurepeaks.com/news/everestlhakpariexpeditionnews2006.htm",NA,NA,NA,NA,NA,NA
"7726","PUMO06304","01","2006",5,NA,NA,"http://www.adventurepeaks.com/news/PumoriNews2006.htm",NA,NA,NA,NA,NA,NA
"7727","CHOY04327","01","2004",5,NA,NA,"http://www.adventurepeaks.com/news/cho_oyu_2004.htm",NA,NA,NA,NA,NA,NA
"7728","EVER04130","01","2004",5,NA,NA,"http://www.adventurepeaks.com/news/everest2004.htm",NA,NA,NA,NA,NA,NA
"7729","EVER03170","02","2003",5,NA,NA,"http://www.adventurepeaks.com/news/everest2003.htm",NA,NA,NA,NA,NA,NA
"7730","PUMO04305","01","2004",5,NA,NA,"http://www.altmannshofer.org/Expeditonsberichte/pumori.pdf",NA,NA,NA,NA,NA,NA
"7731","PUMO04306","01","2004",5,NA,NA,"http://expedition.runout.at/index.php",NA,NA,NA,NA,NA,NA
"7732","AMAD08101","01","2008",5,NA,NA,"http://www.peterhamor.sk",NA,NA,"Slovakian",NA,NA,NA
"7733","ANN108101","01","2008",5,NA,NA,"http://www.peterhamor.sk",NA,NA,"Slovakian",NA,NA,NA
"7734","ANN108101","02","2008",5,NA,NA,"http://www.piotrmorawski.com/expeditions/2008_Annapurna/index.html",NA,NA,"German",NA,NA,NA
"7735","ANN108104","01","2008",5,NA,NA,"http://www.uelisteck.ch/index.php?id=28,151,0,0,1,0",NA,NA,NA,NA,NA,NA
"7736","DHA108103","01","2008",5,NA,NA,"http://www.edurnepasaban.com",NA,NA,"Spanish",NA,NA,NA
"7737","EVER01120","02","2001",5,NA,NA,"http://www.edurnepasaban.com",NA,NA,"Spanish",NA,NA,NA
"7738","MAKA02103","04","2002",5,NA,NA,"http://www.edurnepasaban.com",NA,NA,"Spanish",NA,NA,NA
"7739","CHOY02310","01","2002",5,NA,NA,"http://www.edurnepasaban.com",NA,NA,"Spanish",NA,NA,NA
"7740","LHOT03112","01","2003",5,NA,NA,"http://www.edurnepasaban.com",NA,NA,"Spanish",NA,NA,NA
"7741","MANA08322","01","2008",5,NA,NA,"http://www.edurnepasaban.com",NA,NA,"Spanish",NA,NA,NA
"7742","DHA108105","01","2008",5,NA,NA,"http://www.kingabaranowska.com",NA,NA,"Polish",NA,NA,NA
"7743","MANA08322","02","2008",5,NA,NA,"http://www.kingabaranowska.com",NA,NA,"Polish",NA,NA,NA
"7744","JANU07302","06","2007",5,NA,NA,"http://www.babanov.com",NA,NA,NA,NA,NA,NA
"7745","DHA108107","01","2008",5,NA,NA,"http://www.babanov.com",NA,NA,NA,NA,NA,NA
"7746","NUPE03301","08","2003",5,NA,NA,"http://www.babanov.com",NA,NA,NA,NA,NA,NA
"7747","NUPE03101","04","2003",5,NA,NA,"http://www.babanov.com",NA,NA,NA,NA,NA,NA
"7748","NUPE02301","03","2002",5,NA,NA,"http://www.babanov.com",NA,NA,NA,NA,NA,NA
"7749","KTEG00101","03","2000",5,NA,NA,"http://www.babanov.com",NA,NA,NA,NA,NA,NA
"7750","DHA108111","01","2008",5,NA,NA,"http://www.czerwinska.szkolagorska.com",NA,NA,"Polish",NA,NA,NA
"7751","MAKA06101","03","2006",5,NA,NA,"http://www.czerwinska.szkolagorska.com",NA,NA,"Polish",NA,NA,NA
"7752","AMAD02310","01","2002",5,NA,NA,"http://www.czerwinska.szkolagorska.com",NA,NA,"Polish",NA,NA,NA
"7753","CHOY01301","02","2001",5,NA,NA,"http://www.czerwinska.szkolagorska.com",NA,NA,"Polish",NA,NA,NA
"7754","LHOT01107","03","2001",5,NA,NA,"http://www.czerwinska.szkolagorska.com",NA,NA,"Polish",NA,NA,NA
"7755","EVER00110","04","2000",5,NA,NA,"http://www.czerwinska.szkolagorska.com",NA,NA,"Polish",NA,NA,NA
"7756","KGUR08301","02","2008",5,NA,NA,"http://www.altitudejunkies.com/dispatchkangguru.html",NA,NA,NA,NA,NA,NA
"7757","MANA08313","02","2008",5,NA,NA,"http://www.altitudejunkies.com/dispatchmanaslu.html",NA,NA,NA,NA,NA,NA
"7758","EVER08137","01","2008",5,NA,NA,"http://www.altitudejunkies.com/dispatcheverest.html",NA,NA,NA,NA,NA,NA
"7759","CHOY01335","01","2001",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7760","CHOY03301","01","2003",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7761","CHOY05324","01","2005",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7762","CHOY06357","01","2006",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7763","CHOY07343","01","2007",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7764","AMAD02313","01","2002",5,NA,NA,"http://www.adventureconsultants.com/adventure/AmaDablam2002Dispatches",NA,NA,NA,NA,NA,NA
"7765","AMAD04332","01","2004",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7766","AMAD05327","01","2005",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7767","AMAD06313","01","2006",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7768","AMAD07310","02","2007",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7769","AMAD08318","01","2008",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7770","EVER00126","01","2000",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7771","EVER02130","02","2002",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7772","EVER03111","01","2003",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7773","EVER04154","01","2004",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7774","EVER05189","01","2005",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7775","EVER06107","01","2006",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7776","EVER07179","01","2007",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7777","EVER08138","01","2008",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7778","MAKA01105","01","2001",5,NA,NA,"http://www.adventureconsultants.com/adventure/Dispatches_Archived/",NA,NA,NA,NA,NA,NA
"7779","BARU08313","01","2008",5,NA,NA,"http://www.adventureconsultants.com/adventure/Baruntse_Dispatch2008/",NA,NA,NA,NA,NA,NA
"7780","EVER08146","01","2008",5,NA,NA,"http://www.snowdolphins.com",NA,NA,"Japanese",NA,NA,NA
"7781","LHOT08103","01","2008",5,NA,NA,"http://www.lacatusu.ro",NA,NA,NA,NA,NA,NA
"7782","JANK04301","03","2004",5,NA,NA,"http://www.lacatusu.ro",NA,NA,NA,NA,NA,NA
"7783","DHA199306","03","1999",5,NA,NA,"http://www.lacatusu.ro",NA,NA,NA,NA,NA,NA
"7784","EVER94113","03","1994",5,NA,NA,"http://www.lacatusu.ro",NA,NA,NA,NA,NA,NA
"7785","EVER95108","03","1995",5,NA,NA,"http://www.lacatusu.ro",NA,NA,NA,NA,NA,NA
"7786","CHOY98103","01","1998",5,NA,NA,"http://www.lacatusu.ro",NA,NA,NA,NA,NA,NA
"7787","CHOY98305","02","1998",5,NA,NA,"http://www.lacatusu.ro",NA,NA,NA,NA,NA,NA
"7788","LHOT08104","01","2008",5,NA,NA,"http://www.humanedgetech.com/expedition/dcxp18",NA,NA,NA,NA,NA,NA
"7789","EVER05138","01","2005",5,NA,NA,"http://www.humanedgetech.com/expedition/054dcxp03/index.php",NA,NA,NA,NA,NA,NA
"7790","EVER06149","02","2006",5,NA,NA,"http://www.humanedgetech.com/expedition/dcxp4/index.php",NA,NA,NA,NA,NA,NA
"7791","CHOY06118","01","2006",5,NA,NA,"http://www.humanedgetech.com/expedition/dcxp5/index.php",NA,NA,NA,NA,NA,NA
"7792","EVER95113","06","1995",5,NA,NA,"http://www.niclevicz.com.br",NA,NA,"Portugese",NA,NA,NA
"7793","EVER05187","01","2005",5,NA,NA,"http://www.niclevicz.com.br",NA,NA,"Portugese",NA,NA,NA
"7794","LHOT02302","01","2002",5,NA,NA,"http://www.niclevicz.com.br",NA,NA,"Portugese",NA,NA,NA
"7795","MAKA08105","01","2008",5,NA,NA,"http://www.niclevicz.com.br",NA,NA,"Portugese",NA,NA,NA
"7796","MANA08106","01","2008",5,NA,NA,"http://www.manaslu2008.nl",NA,NA,NA,NA,NA,NA
"7797","DHA106101","01","2006",5,NA,NA,"http://www.dhaulagiri2006.nl",NA,NA,NA,NA,NA,NA
"7798","AMAD03402","02","2003",5,NA,NA,"http://www.katjastaartjes.nl",NA,NA,NA,NA,NA,NA
"7799","DHA106101","02","2006",5,NA,NA,"http://www.katjastaartjes.nl",NA,NA,NA,NA,NA,NA
"7800","MANA08302","01","2008",5,NA,NA,"http://www.katjastaartjes.nl",NA,NA,NA,NA,NA,NA
"7801","MANA08302","02","2008",5,NA,NA,"http://www.manaslu2008.nl",NA,NA,NA,NA,NA,NA
"7802","EVER99118","04","1999",5,NA,NA,"http://www.katjastaartjes.nl",NA,NA,NA,NA,NA,NA
"7803","CHOY98110","01","1998",5,NA,NA,"http://www.katjastaartjes.nl",NA,NA,NA,NA,NA,NA
"7804","MAKA08112","01","2008",5,NA,NA,"http://www.makalu2008.org (dead link)",NA,NA,NA,NA,NA,NA
"7805","MAKA08113","01","2008",5,NA,NA,"http://www.makalu2008.org",NA,NA,NA,NA,NA,NA
"7806","PETH08101","01","2008",5,NA,NA,"http://www.makalu2008.org",NA,NA,NA,NA,NA,NA
"7807","LHOT08111","01","2008",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7808","MAKA08111","01","2008",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7809","MANA07102","01","2007",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7810","KANG06102","01","2006",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7811","LHOT06102","01","2006",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7812","EVER05151","01","2005",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7813","ANN104102","03","2004",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7814","KANG03104","02","2003",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7815","MANA02108","01","2002",5,NA,NA,"http://www.amical.de",NA,NA,"German",NA,NA,NA
"7816","CHOY05316","01","2005",5,NA,NA,"http://www.amical.de",NA,NA,NA,NA,NA,NA
"7817","AMAD08318","02","2008",5,NA,NA,"http://www.everestsa.co.za/amadablam/index.htm",NA,NA,NA,NA,NA,NA
"7818","EVER06129","01","2006",5,NA,NA,"http://www.everestsa.co.za",NA,NA,NA,NA,NA,NA
"7819","ANN108302","01","2008",5,NA,NA,"http://www.martinminarik.cz",NA,NA,"Czech",NA,NA,NA
"7820","DHA108101","01","2008",5,NA,NA,"http://www.martinminarik.cz",NA,NA,"Czech",NA,NA,NA
"7821","LHOT07101","01","2007",5,NA,NA,"http://www.martinminarik.cz",NA,NA,"Czech",NA,NA,NA
"7822","LHOT06108","01","2006",5,NA,NA,"http://www.martinminarik.cz",NA,NA,"Czech",NA,NA,NA
"7823","KANG02101","02","2002",5,NA,NA,"http://www.martinminarik.cz",NA,NA,"Czech",NA,NA,NA
"7824","PUMO03103","01","2003",1,NA,"Garcia, Joao","Mais Alem, Depois do Evereste","Caderno, Lisbon, Portugal","2007","Portugese",NA,NA,NA
"7825","PUMO02103","01","2002",1,NA,"Garcia, Joao","Mais Alem, Depois do Evereste","Caderno, Lisbon, Portugal","2007","Portugese",NA,NA,NA
"7826","HIML03303","01","2003",1,NA,"Garcia, Joao","Mais Alem, Depois do Evereste","Caderno, Lisbon, Portugal","2007","Portugese",NA,NA,NA
"7827","AMAD04109","01","2004",1,NA,"Garcia, Joao","Mais Alem, Depois do Evereste","Caderno, Lisbon, Portugal","2007","Portugese",NA,NA,NA
"7828","LHOT05101","01","2005",1,NA,"Garcia, Joao","Mais Alem, Depois do Evereste","Caderno, Lisbon, Portugal","2007","Portugese",NA,NA,NA
"7829","KANG06105","01","2006",1,NA,"Garcia, Joao","Mais Alem, Depois do Evereste","Caderno, Lisbon, Portugal","2007","Portugese",NA,NA,NA
"7830","NUPT08302","01","2008",3,"VERT","Glairon-Rappaz, Patrice","Nuptse, Are You Experienced?","Vertical (English edition)","2009",NA,"16:48-57 (Feb-Mar 2009)",NA,NA
"7831","EVER04143","03","2004",1,NA,"Skog, Cecilie","Den Himmel Beruhren","Piper, Munich","2009","German",NA,"GERA",NA
"7832","CHOY08310","01","2008",5,NA,NA,"http://www.summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=17&nid=97",NA,NA,NA,NA,NA,NA
"7833","LHOT08109","01","2008",5,NA,NA,"http://www.summitclimbnews.com",NA,NA,NA,NA,NA,NA
"7834","EVER08151","01","2008",5,NA,NA,"http://www.summitclimb.com/new/default.asp?linktype=r&nid=88#top",NA,NA,NA,NA,NA,NA
"7835","CHOY07347","01","2007",5,NA,NA,"http://www.summitclimbnews.com",NA,NA,NA,NA,NA,NA
"7836","AMAD08331","01","2008",5,NA,NA,"http://www.summitclimbnews.com",NA,NA,NA,NA,NA,NA
"7837","EVER03134","05","2003",5,NA,NA,"http://www.jagged-globe.co.uk/news/despatches_list.html?id=12",NA,NA,NA,NA,NA,NA
"7838","EVER03153","01","2003",5,NA,NA,"http://www.sergimingote.elperido.com",NA,NA,NA,NA,NA,NA
"7839","LHOT03109","01","2003",5,NA,NA,"http://www.unaparejaenascenso.com/ExpAnt.php",NA,NA,NA,NA,NA,NA
"7840","MAKA04105","01","2004",5,NA,NA,"http://www.unaparejaenascenso.com/ExpAnt.php",NA,NA,NA,NA,NA,NA
"7841","EVER02126","02","2002",5,NA,NA,"http://www.unaparejaenascenso.com/ExpAnt.php",NA,NA,NA,NA,NA,NA
"7842","CHOY00326","01","2000",5,NA,NA,"http://www.unaparejaenascenso.com/ExpAnt.php",NA,NA,NA,NA,NA,NA
